SP56,Nước ép cam,nuoc-ep-cam,nuoc_ep_cam.jpg,37000
SP57,Nước ép táo,nuoc-ep-tao,nuoc_ep_tao.jpg,42000
SP58,Nước ép bưởi,nuoc-ep-buoi,nuoc_ep_buoi.jpg,37000
SP59,Nước lô hội mật ong chanh,nuoc-lo-hoi-mat-ong-chanh,nuoc_ep_lohoi_mat_ong_chanh.jpg,37000
SP60,Cà phê sữa,ca-phe-sua,ca_phe_sua.jpg,37000
SP61,Cà phê đen,ca-phe-den,ca_phe_den.jpg,37000
SP62,Hạt 3Q Ngọc Trai,hat-3q-ngoc-trai,hat_3q_ngoc_trai.jpg,10000
SP63,Đào Miếng,dao-mieng,dao_mieng.jpg,10000
SP64,Kem Sữa,kem-sua,kem_sua.jpg,10000
SP65,Hạt thuỷ tinh Yogurt,hat-thuy-tinh-yogurt,hat_3q_ngoc_trai_D8H3aeu.jpg,10000
SP66,Bánh plan trứng,banh-plan-trung,banh_plan_trung.jpg,7000
SP67,Đậu đỏ,dau-do,dau_do.jpg,10000
SP68,Hạt lô hội,hat-lo-hoi,hat_lo_hoi.jpg,7000
SP69,Hạt trái cây,hat-trai-cay,hat_trai_cay.jpg,7000
SP70,Hạt Cà Phê,hat-ca-phe,hat_ca_phe.jpg,7000
SP71,Sương Sáo,suong-sao,suong_sao.jpg,7000
SP72,Hạt Trân Châu,hat-tran-chau,hat_tran_chau.jpg,7000
SP73,Sinh tố,sinh-to,sinhto.jpg,15000
